company_id,employee_count_band,industry,region,is_personal_email_domain,icp_fit_score,is_customer,was_ever_customer,account_id
CO-0000409,1-10,Technology/SaaS,North America,False,12.9,False,False,
CO-0000410,1-10,Public Sector,North America,False,17.7,False,False,
CO-0000411,1-10,Education,APAC,False,13.8,False,False,
CO-0000412,51-200,Media/Entertainment,APAC,False,39.2,False,False,
CO-0000413,11-50,Logistics/Supply Chain,APAC,False,44.0,False,False,
CO-0000414,5001-20000,Professional Services,APAC,False,63.1,False,False,
CO-0000415,11-50,Public Sector,North America,False,30.2,False,False,
CO-0000416,1001-5000,Manufacturing,North America,False,57.3,False,False,
CO-0000417,1-10,Retail/E-commerce,North America,False,13.7,False,False,
CO-0000418,51-200,Financial Services,North America,False,52.6,False,False,
CO-0000419,1-10,Media/Entertainment,APAC,False,7.6,False,False,
CO-0000420,11-50,Public Sector,North America,False,39.2,False,False,
CO-0000421,51-200,Technology/SaaS,LATAM,False,44.1,False,False,
CO-0000422,201-1000,Healthcare,LATAM,False,43.8,False,False,
CO-0000423,51-200,Media/Entertainment,APAC,False,51.4,False,False,
CO-0000424,1-10,Financial Services,North America,False,30.7,False,False,
CO-0000425,1-10,Manufacturing,EMEA,True,19.6,False,False,
CO-0000426,1-10,Technology/SaaS,North America,True,13.4,True,True,ACC-003558
CO-0000427,1-10,Manufacturing,North America,False,33.9,False,False,
CO-0000428,11-50,Education,EMEA,False,16.9,False,False,
CO-0000429,51-200,Retail/E-commerce,North America,False,34.2,False,False,
CO-0000430,51-200,Manufacturing,North America,False,36.2,False,False,
CO-0000431,201-1000,Education,North America,False,54.1,False,False,
CO-0000432,51-200,Professional Services,North America,False,21.3,False,False,
CO-0000433,51-200,Technology/SaaS,North America,False,53.8,False,False,
CO-0000434,1-10,Education,North America,True,17.5,False,False,
CO-0000435,1-10,Professional Services,North America,False,17.4,False,False,
CO-0000436,11-50,Professional Services,APAC,False,8.4,False,False,
CO-0000437,201-1000,Media/Entertainment,North America,False,48.9,False,False,
CO-0000438,1-10,Healthcare,North America,False,16.6,False,False,
CO-0000439,11-50,Education,North America,False,30.0,False,False,
CO-0000440,11-50,Logistics/Supply Chain,North America,False,29.0,False,False,
CO-0000441,1-10,Financial Services,North America,False,27.0,False,False,
CO-0000442,1-10,Retail/E-commerce,North America,False,12.9,False,False,
CO-0000443,201-1000,Technology/SaaS,North America,False,56.0,False,False,
CO-0000444,11-50,Technology/SaaS,North America,False,32.8,False,False,
CO-0000445,1-10,Professional Services,North America,False,10.1,False,False,
CO-0000446,201-1000,Healthcare,APAC,False,61.1,False,False,
CO-0000447,1-10,Manufacturing,EMEA,False,20.0,False,False,
CO-0000448,201-1000,Media/Entertainment,North America,False,46.2,False,False,
CO-0000449,1-10,Manufacturing,North America,True,26.9,False,False,
CO-0000450,11-50,Media/Entertainment,EMEA,False,31.7,False,False,
CO-0000451,1-10,Media/Entertainment,APAC,True,12.0,False,False,
CO-0000452,1-10,Media/Entertainment,North America,True,16.3,False,False,
CO-0000453,201-1000,Manufacturing,EMEA,False,57.1,False,False,
CO-0000454,1-10,Retail/E-commerce,North America,False,12.4,False,False,
CO-0000455,1-10,Manufacturing,North America,False,24.6,False,False,
CO-0000456,1-10,Healthcare,APAC,False,27.1,False,False,
CO-0000457,51-200,Technology/SaaS,APAC,False,53.5,False,False,
CO-0000458,51-200,Technology/SaaS,APAC,False,34.7,False,False,
CO-0000459,20000+,Technology/SaaS,LATAM,False,70.7,False,False,
CO-0000460,1-10,Healthcare,North America,False,30.8,False,False,
CO-0000461,1-10,Retail/E-commerce,EMEA,False,19.0,False,False,
CO-0000462,1-10,Professional Services,North America,False,14.2,False,False,
CO-0000463,11-50,Healthcare,North America,False,18.2,False,False,
CO-0000464,20000+,Healthcare,EMEA,False,82.8,False,False,
CO-0000465,51-200,Education,North America,False,41.8,False,False,
CO-0000466,11-50,Retail/E-commerce,LATAM,False,16.7,False,False,
CO-0000467,1-10,Retail/E-commerce,North America,False,10.9,False,False,
CO-0000468,201-1000,Professional Services,APAC,False,50.2,False,False,
CO-0000469,11-50,Media/Entertainment,North America,False,27.0,False,False,
CO-0000470,1-10,Manufacturing,North America,False,30.5,False,False,
CO-0000471,1-10,Retail/E-commerce,North America,False,12.5,False,False,
CO-0000472,1-10,Healthcare,North America,False,38.0,False,False,
CO-0000473,1-10,Professional Services,LATAM,True,12.6,False,False,
CO-0000474,1-10,Education,North America,False,16.0,False,False,
CO-0000475,11-50,Financial Services,EMEA,False,46.0,False,False,
CO-0000476,11-50,Education,North America,False,31.7,False,False,
CO-0000477,1-10,Media/Entertainment,North America,True,10.0,False,False,
CO-0000478,1-10,Public Sector,APAC,False,27.2,False,False,
CO-0000479,1001-5000,Professional Services,North America,False,56.8,False,False,
CO-0000480,51-200,Professional Services,North America,False,36.8,False,False,
CO-0000481,11-50,Media/Entertainment,EMEA,False,16.8,False,False,
CO-0000482,1-10,Retail/E-commerce,LATAM,True,10.8,False,False,
CO-0000483,201-1000,Logistics/Supply Chain,APAC,False,46.3,False,False,
CO-0000484,1-10,Professional Services,EMEA,True,13.7,False,False,
CO-0000485,1-10,Media/Entertainment,APAC,False,13.6,False,False,
CO-0000486,201-1000,Professional Services,North America,False,60.9,False,False,
CO-0000487,11-50,Healthcare,North America,False,32.1,False,False,
CO-0000488,51-200,Public Sector,North America,False,41.5,False,False,
CO-0000489,11-50,Education,North America,False,31.7,False,False,
CO-0000490,11-50,Technology/SaaS,North America,False,20.1,False,False,
CO-0000491,1-10,Healthcare,LATAM,False,16.9,False,False,
CO-0000492,1-10,Technology/SaaS,North America,False,22.1,False,False,
CO-0000493,1-10,Financial Services,LATAM,False,16.2,False,False,
CO-0000494,1-10,Technology/SaaS,North America,False,32.2,False,False,
CO-0000495,201-1000,Healthcare,APAC,False,55.6,False,False,
CO-0000496,1-10,Media/Entertainment,North America,False,17.2,False,False,
CO-0000497,11-50,Technology/SaaS,North America,False,39.9,True,True,ACC-004798
CO-0000498,51-200,Logistics/Supply Chain,North America,False,48.7,False,False,
CO-0000499,51-200,Retail/E-commerce,North America,False,31.9,False,False,
CO-0000500,1-10,Professional Services,North America,False,22.3,False,False,
CO-0000501,11-50,Technology/SaaS,North America,False,22.5,False,False,
CO-0000502,5001-20000,Manufacturing,North America,False,70.4,False,False,
CO-0000503,11-50,Media/Entertainment,EMEA,False,25.7,False,False,
CO-0000504,51-200,Retail/E-commerce,APAC,False,23.6,False,False,
CO-0000505,201-1000,Professional Services,North America,False,59.3,False,False,
CO-0000506,51-200,Healthcare,North America,False,24.0,False,False,
CO-0000507,1-10,Healthcare,EMEA,False,19.8,True,True,ACC-005880
CO-0000508,11-50,Financial Services,North America,False,40.3,False,False,
CO-0000509,1-10,Technology/SaaS,North America,True,26.4,False,False,
CO-0000510,11-50,Manufacturing,North America,False,37.9,False,False,
CO-0000511,1001-5000,Logistics/Supply Chain,North America,False,62.0,False,False,
CO-0000512,11-50,Public Sector,EMEA,False,33.9,False,False,
CO-0000513,1-10,Retail/E-commerce,North America,False,10.1,False,False,
CO-0000514,1-10,Retail/E-commerce,North America,False,19.4,False,False,
CO-0000515,1001-5000,Financial Services,North America,False,82.0,False,False,
CO-0000516,1-10,Professional Services,North America,False,22.0,False,False,
CO-0000517,1-10,Retail/E-commerce,APAC,False,14.2,False,False,
CO-0000518,1-10,Professional Services,North America,False,19.0,False,False,
CO-0000519,1-10,Professional Services,North America,False,17.0,False,False,
CO-0000520,11-50,Education,EMEA,False,14.4,False,False,
CO-0000521,11-50,Retail/E-commerce,APAC,False,14.0,False,False,
CO-0000522,1-10,Retail/E-commerce,EMEA,False,25.6,True,True,ACC-003494
CO-0000523,1-10,Retail/E-commerce,North America,False,20.0,False,False,
CO-0000524,1-10,Retail/E-commerce,APAC,True,12.8,False,False,
CO-0000525,1-10,Logistics/Supply Chain,EMEA,False,9.1,False,False,
CO-0000526,1-10,Financial Services,North America,False,39.6,False,False,
CO-0000527,11-50,Education,North America,False,23.6,False,False,
CO-0000528,1-10,Financial Services,EMEA,False,35.2,False,False,
CO-0000529,1-10,Public Sector,North America,False,24.8,False,False,
CO-0000530,1-10,Manufacturing,North America,False,30.9,False,False,
CO-0000531,1-10,Technology/SaaS,North America,False,38.6,True,True,ACC-002193
CO-0000532,1-10,Professional Services,North America,False,20.4,False,False,
CO-0000533,1-10,Public Sector,EMEA,True,32.4,False,False,
CO-0000534,201-1000,Media/Entertainment,North America,False,52.4,False,False,
CO-0000535,1-10,Technology/SaaS,North America,True,21.9,False,False,
CO-0000536,11-50,Manufacturing,APAC,False,22.8,False,False,
CO-0000537,11-50,Technology/SaaS,EMEA,False,27.7,False,False,
CO-0000538,1-10,Education,North America,False,16.2,False,False,
CO-0000539,1-10,Financial Services,North America,True,31.3,False,False,
CO-0000540,51-200,Public Sector,North America,False,35.8,False,False,
CO-0000541,51-200,Technology/SaaS,North America,False,33.2,False,False,
CO-0000542,1-10,Technology/SaaS,North America,False,19.6,False,False,
CO-0000543,1-10,Logistics/Supply Chain,APAC,False,13.4,False,False,
CO-0000544,1-10,Retail/E-commerce,North America,True,18.3,False,False,
CO-0000545,11-50,Retail/E-commerce,APAC,False,17.8,False,False,
CO-0000546,11-50,Professional Services,North America,False,30.9,False,False,
CO-0000547,1-10,Financial Services,APAC,False,19.3,False,False,
CO-0000548,1-10,Retail/E-commerce,North America,True,11.9,False,False,
CO-0000549,201-1000,Financial Services,LATAM,False,53.8,False,False,
CO-0000550,1-10,Healthcare,North America,False,12.4,False,False,
CO-0000551,11-50,Media/Entertainment,North America,False,40.2,False,False,
CO-0000552,51-200,Professional Services,APAC,False,38.0,False,False,
CO-0000553,1-10,Financial Services,North America,False,28.4,False,False,
CO-0000554,1-10,Retail/E-commerce,North America,False,16.0,False,False,
CO-0000555,1-10,Financial Services,North America,False,28.3,True,True,ACC-007565
CO-0000556,201-1000,Retail/E-commerce,APAC,False,42.3,False,False,
CO-0000557,1-10,Manufacturing,EMEA,False,27.2,False,False,
CO-0000558,1-10,Technology/SaaS,EMEA,False,37.9,False,False,
CO-0000559,1-10,Professional Services,APAC,False,20.4,False,False,
CO-0000560,1-10,Technology/SaaS,North America,True,22.5,False,False,
CO-0000561,11-50,Financial Services,North America,False,35.0,False,False,
CO-0000562,1-10,Retail/E-commerce,EMEA,False,10.4,False,False,
CO-0000563,11-50,Technology/SaaS,North America,False,25.6,False,False,
CO-0000564,11-50,Education,LATAM,False,17.8,False,False,
CO-0000565,51-200,Healthcare,EMEA,False,41.4,False,False,
CO-0000566,1-10,Financial Services,North America,False,28.2,True,True,ACC-004573
CO-0000567,201-1000,Education,North America,False,43.8,False,False,
CO-0000568,11-50,Financial Services,North America,False,44.1,False,False,
CO-0000569,1-10,Financial Services,North America,False,20.0,False,False,
CO-0000570,51-200,Logistics/Supply Chain,North America,False,41.9,False,False,
CO-0000571,201-1000,Technology/SaaS,North America,False,62.6,False,False,
CO-0000572,1-10,Technology/SaaS,APAC,True,18.3,False,False,
CO-0000573,201-1000,Media/Entertainment,EMEA,False,56.2,False,False,
CO-0000574,11-50,Public Sector,North America,False,25.6,False,False,
CO-0000575,11-50,Healthcare,EMEA,False,21.9,False,False,
CO-0000576,5001-20000,Professional Services,North America,False,58.1,False,False,
CO-0000577,1-10,Public Sector,North America,True,13.3,False,False,
CO-0000578,51-200,Retail/E-commerce,North America,False,25.4,False,False,
CO-0000579,1-10,Education,APAC,False,0.9,False,False,
CO-0000580,51-200,Technology/SaaS,North America,False,34.0,False,False,
CO-0000581,11-50,Healthcare,North America,False,41.1,False,False,
CO-0000582,1-10,Professional Services,EMEA,True,18.0,False,False,
CO-0000583,1-10,Technology/SaaS,North America,False,24.9,False,False,
CO-0000584,1-10,Technology/SaaS,North America,False,27.7,False,False,
CO-0000585,1-10,Technology/SaaS,North America,True,22.1,False,False,
CO-0000586,1-10,Public Sector,EMEA,True,28.2,False,False,
CO-0000587,1-10,Retail/E-commerce,EMEA,False,26.7,False,False,
CO-0000588,1-10,Education,EMEA,False,5.1,False,False,
CO-0000589,1-10,Financial Services,North America,False,34.2,False,False,
CO-0000590,51-200,Retail/E-commerce,LATAM,False,29.4,False,False,
CO-0000591,51-200,Technology/SaaS,North America,False,43.8,False,False,
CO-0000592,51-200,Manufacturing,North America,False,49.3,False,False,
CO-0000593,1-10,Logistics/Supply Chain,North America,False,29.0,False,False,
CO-0000594,201-1000,Media/Entertainment,North America,False,52.8,False,False,
CO-0000595,11-50,Logistics/Supply Chain,APAC,False,17.9,False,False,
CO-0000596,1-10,Education,EMEA,True,12.7,False,False,
CO-0000597,1-10,Professional Services,North America,False,20.8,False,False,
CO-0000598,11-50,Public Sector,North America,False,31.4,False,False,
CO-0000599,1-10,Healthcare,EMEA,False,21.9,False,False,
CO-0000600,11-50,Retail/E-commerce,APAC,False,21.8,False,False,
CO-0000601,5001-20000,Professional Services,EMEA,False,64.2,False,False,
CO-0000602,1-10,Retail/E-commerce,North America,False,13.3,False,False,
CO-0000603,1-10,Professional Services,EMEA,False,32.9,False,False,
CO-0000604,5001-20000,Retail/E-commerce,APAC,False,62.4,False,False,
CO-0000605,11-50,Education,EMEA,False,9.4,False,False,
CO-0000606,1-10,Media/Entertainment,EMEA,False,25.7,False,False,
CO-0000607,201-1000,Professional Services,APAC,False,40.4,False,False,
CO-0000608,201-1000,Manufacturing,North America,False,59.9,False,False,
CO-0000609,11-50,Healthcare,APAC,False,24.5,True,True,ACC-001341
CO-0000610,11-50,Retail/E-commerce,APAC,False,19.7,False,False,
CO-0000611,1-10,Manufacturing,North America,False,20.4,False,False,
CO-0000612,1-10,Education,APAC,False,19.5,True,True,ACC-004607
CO-0000613,11-50,Retail/E-commerce,APAC,False,25.2,False,False,
CO-0000614,1-10,Logistics/Supply Chain,North America,False,14.1,False,False,
CO-0000615,11-50,Retail/E-commerce,North America,False,23.5,False,False,
CO-0000616,51-200,Retail/E-commerce,EMEA,False,35.7,False,False,
CO-0000617,1-10,Technology/SaaS,North America,False,13.6,False,False,
CO-0000618,11-50,Education,North America,False,31.3,False,False,
CO-0000619,1-10,Healthcare,EMEA,True,11.5,False,False,
CO-0000620,201-1000,Retail/E-commerce,North America,False,55.2,False,False,
CO-0000621,1-10,Education,EMEA,True,16.1,False,False,
CO-0000622,11-50,Healthcare,North America,False,28.3,False,False,
CO-0000623,11-50,Technology/SaaS,North America,False,39.2,False,False,
CO-0000624,1-10,Financial Services,North America,False,18.2,False,False,
CO-0000625,11-50,Professional Services,North America,False,23.0,False,False,
CO-0000626,51-200,Professional Services,North America,False,31.4,False,False,
CO-0000627,11-50,Manufacturing,North America,False,34.5,False,False,
CO-0000628,51-200,Education,North America,False,27.9,False,False,
CO-0000629,5001-20000,Education,EMEA,False,60.4,False,False,
CO-0000630,1-10,Financial Services,EMEA,False,30.0,False,False,
CO-0000631,11-50,Professional Services,EMEA,False,8.8,False,False,
CO-0000632,1-10,Professional Services,EMEA,False,15.1,False,False,
CO-0000633,51-200,Technology/SaaS,North America,False,42.4,False,False,
CO-0000634,11-50,Healthcare,EMEA,False,22.5,False,False,
CO-0000635,1-10,Financial Services,APAC,False,30.1,True,True,ACC-003381
CO-0000636,1-10,Professional Services,EMEA,False,23.9,False,False,
CO-0000637,201-1000,Media/Entertainment,North America,False,51.4,False,False,
CO-0000638,1-10,Media/Entertainment,EMEA,False,15.9,False,False,
CO-0000639,11-50,Technology/SaaS,North America,False,24.8,False,False,
CO-0000640,1-10,Financial Services,North America,True,29.0,False,False,
CO-0000641,1001-5000,Media/Entertainment,EMEA,False,56.3,False,False,
CO-0000642,1-10,Healthcare,EMEA,False,38.5,False,False,
CO-0000643,1-10,Logistics/Supply Chain,North America,False,25.3,False,False,
CO-0000644,201-1000,Retail/E-commerce,North America,False,46.8,False,False,
CO-0000645,201-1000,Technology/SaaS,APAC,False,53.4,False,False,
CO-0000646,1-10,Retail/E-commerce,APAC,False,17.6,False,False,
CO-0000647,11-50,Logistics/Supply Chain,North America,False,33.4,False,False,
CO-0000648,51-200,Media/Entertainment,EMEA,False,35.3,False,False,
CO-0000649,201-1000,Professional Services,North America,False,50.1,False,False,
CO-0000650,1-10,Healthcare,North America,True,12.0,False,False,
CO-0000651,11-50,Public Sector,APAC,False,19.8,False,False,
CO-0000652,51-200,Technology/SaaS,LATAM,False,42.7,False,False,
CO-0000653,51-200,Healthcare,North America,False,41.8,False,False,
CO-0000654,51-200,Retail/E-commerce,North America,False,30.3,False,False,
CO-0000655,11-50,Manufacturing,North America,False,33.4,False,False,
CO-0000656,1-10,Logistics/Supply Chain,North America,False,21.8,False,False,
