opportunity_id,stage,entered_date
OPP-0001265,Negotiation,2022-08-21
OPP-0001265,Closed Won,2022-09-09
OPP-0001267,Open,2022-07-14
OPP-0001267,Negotiation,2022-09-14
OPP-0001267,Closed Won,2022-10-01
OPP-0001268,SAL,2022-07-21
OPP-0001268,SQO,2022-07-29
OPP-0001268,Proposal/Negotiation,2022-08-02
OPP-0001268,Closed Won,2022-08-03
OPP-0001269,SAL,2022-08-02
OPP-0001269,SQO,2022-08-04
OPP-0001269,Proposal/Negotiation,2022-08-05
OPP-0001269,Closed Won,2022-08-08
OPP-0001272,Open,2022-07-16
OPP-0001272,Negotiation,2022-07-16
OPP-0001272,Closed Won,2022-08-01
OPP-0001278,Open,2022-08-03
OPP-0001278,Negotiation,2022-08-07
OPP-0001278,Closed Won,2022-09-01
OPP-0001280,SAL,2022-07-22
OPP-0001280,SQO,2022-07-27
OPP-0001280,SAL,2022-07-30
OPP-0001280,Proposal/Negotiation,2022-08-01
OPP-0001280,Closed Won,2022-08-13
OPP-0001282,Open,2022-07-25
OPP-0001282,Negotiation,2022-07-30
OPP-0001282,Closed Won,2022-10-01
OPP-0001284,Open,2022-08-27
OPP-0001284,Negotiation,2022-09-12
OPP-0001284,Closed Won,2022-10-01
OPP-0001291,SAL,2022-08-31
OPP-0001291,SQO,2022-10-24
OPP-0001291,POC,2022-12-10
OPP-0001291,Proposal/Negotiation,2022-12-10
OPP-0001291,Closed Lost,2023-01-04
OPP-0001293,SAL,2022-08-16
OPP-0001293,SQO,2022-11-14
OPP-0001293,POC,2023-01-02
OPP-0001293,Proposal/Negotiation,2023-01-06
OPP-0001293,Closed Lost,2023-01-13
OPP-0001296,SAL,2022-08-15
OPP-0001296,SQO,2022-08-27
OPP-0001296,POC,2022-12-30
OPP-0001296,Proposal/Negotiation,2023-01-12
OPP-0001296,Closed Lost,2023-01-16
OPP-0001298,SAL,2022-09-07
OPP-0001298,SQO,2022-10-06
OPP-0001298,POC,2022-12-02
OPP-0001298,Proposal/Negotiation,2022-12-18
OPP-0001298,Closed Lost,2023-01-23
OPP-0001299,SAL,2022-08-06
OPP-0001299,SQO,2022-08-09
OPP-0001299,Proposal/Negotiation,2022-08-11
OPP-0001299,Closed Won,2022-08-20
OPP-0001304,Open,2022-08-16
OPP-0001304,Negotiation,2022-08-23
OPP-0001304,Closed Won,2022-09-15
OPP-0001315,Open,2022-09-05
OPP-0001315,Negotiation,2022-10-04
OPP-0001315,Closed Won,2022-10-05
OPP-0001338,SAL,2022-09-03
OPP-0001338,SQO,2022-10-26
OPP-0001338,POC,2022-11-20
OPP-0001338,Proposal/Negotiation,2023-01-06
OPP-0001338,Closed Lost,2023-01-19
OPP-0001344,Open,2022-09-01
OPP-0001344,Negotiation,2022-09-05
OPP-0001344,Closed Won,2022-10-01
OPP-0001345,Open,2022-09-02
OPP-0001345,Negotiation,2022-09-17
OPP-0001345,Closed Won,2022-10-01
OPP-0001346,SAL,2022-10-07
OPP-0001346,SQO,2022-10-22
OPP-0001346,POC,2022-11-15
OPP-0001346,Proposal/Negotiation,2023-02-16
OPP-0001346,Closed Lost,2023-02-21
OPP-0001351,Open,2022-09-05
OPP-0001351,Negotiation,2022-09-13
OPP-0001351,Closed Won,2022-10-27
OPP-0001357,Open,2022-10-16
OPP-0001357,Negotiation,2022-11-03
OPP-0001357,Closed Won,2022-11-05
OPP-0001358,SAL,2022-12-25
OPP-0001358,SQO,2023-01-03
OPP-0001358,POC,2023-02-04
OPP-0001358,Proposal/Negotiation,2023-02-20
OPP-0001358,Closed Lost,2023-03-01
OPP-0001359,Open,2022-09-11
OPP-0001359,Negotiation,2022-09-30
OPP-0001359,Closed Won,2022-11-16
OPP-0001364,Open,2022-10-10
OPP-0001364,Negotiation,2022-10-20
OPP-0001364,Closed Won,2022-11-01
OPP-0001367,Open,2022-09-24
OPP-0001367,Negotiation,2022-09-28
OPP-0001367,Closed Won,2022-10-01
OPP-0001372,Open,2022-09-25
OPP-0001372,Negotiation,2022-10-15
OPP-0001372,Closed Won,2022-10-25
OPP-0001377,Open,2022-10-08
OPP-0001377,Negotiation,2022-10-27
OPP-0001377,Closed Lost,2022-11-15
OPP-0001380,Open,2022-09-19
OPP-0001380,Negotiation,2022-10-02
OPP-0001380,Closed Won,2022-11-01
OPP-0001381,SAL,2022-09-24
OPP-0001381,SQO,2022-10-08
OPP-0001381,POC,2022-12-17
OPP-0001381,Proposal/Negotiation,2022-12-26
OPP-0001381,Closed Lost,2023-03-10
OPP-0001384,SAL,2022-10-03
OPP-0001384,SQO,2022-10-05
OPP-0001384,POC,2022-12-07
OPP-0001384,Proposal/Negotiation,2023-02-11
OPP-0001384,Closed Lost,2023-02-28
OPP-0001388,SAL,2022-09-29
OPP-0001388,SQO,2022-09-30
OPP-0001388,Proposal/Negotiation,2022-10-01
OPP-0001388,Closed Won,2022-10-08
OPP-0001391,SAL,2022-10-07
OPP-0001391,SQO,2022-10-09
OPP-0001391,POC,2022-11-09
OPP-0001391,Proposal/Negotiation,2022-12-13
OPP-0001391,Closed Lost,2023-01-04
OPP-0001392,Open,2022-11-09
OPP-0001392,Negotiation,2022-11-23
OPP-0001392,Closed Won,2022-12-11
OPP-0001400,SAL,2022-11-16
OPP-0001400,SQO,2022-11-26
OPP-0001400,POC,2023-01-14
OPP-0001400,Proposal/Negotiation,2023-01-27
OPP-0001400,Closed Lost,2023-02-01
OPP-0001401,SAL,2022-10-16
OPP-0001401,SQO,2022-11-04
OPP-0001401,POC,2023-02-03
OPP-0001401,Proposal/Negotiation,2023-02-26
OPP-0001401,Closed Lost,2023-03-18
OPP-0001402,SAL,2022-10-07
OPP-0001402,SQO,2022-10-08
OPP-0001402,SAL,2022-10-17
OPP-0001402,POC,2022-11-14
OPP-0001402,Proposal/Negotiation,2022-11-21
OPP-0001402,Closed Lost,2023-01-11
OPP-0001406,Open,2022-10-09
OPP-0001406,Negotiation,2022-10-22
OPP-0001406,Closed Won,2022-12-03
OPP-0001407,Open,2022-10-15
OPP-0001407,Negotiation,2022-12-13
OPP-0001407,Closed Won,2022-12-13
OPP-0001408,Open,2022-10-31
OPP-0001408,Negotiation,2022-11-05
OPP-0001408,Closed Lost,2023-01-01
OPP-0001411,Open,2022-11-17
OPP-0001411,Negotiation,2022-11-29
OPP-0001411,Closed Won,2022-12-01
OPP-0001412,SAL,2022-10-26
OPP-0001412,SQO,2022-11-05
OPP-0001412,Proposal/Negotiation,2022-11-18
OPP-0001412,Closed Won,2022-11-20
OPP-0001420,SAL,2022-11-09
OPP-0001420,SQO,2022-11-17
OPP-0001420,SAL,2022-11-24
OPP-0001420,POC,2022-12-30
OPP-0001420,Proposal/Negotiation,2023-02-01
OPP-0001420,Closed Lost,2023-03-14
OPP-0001421,Open,2022-10-24
OPP-0001421,Negotiation,2022-11-13
OPP-0001421,Closed Won,2022-11-17
OPP-0001428,SAL,2022-10-16
OPP-0001428,SQO,2022-11-14
OPP-0001428,POC,2023-01-19
OPP-0001428,Proposal/Negotiation,2023-01-19
OPP-0001428,Closed Won,2023-02-15
OPP-0001433,SAL,2022-10-29
OPP-0001433,SQO,2022-12-04
OPP-0001433,POC,2023-02-10
OPP-0001433,Proposal/Negotiation,2023-03-02
OPP-0001433,Closed Lost,2023-04-13
OPP-0001435,Open,2022-11-15
OPP-0001435,Negotiation,2022-11-20
OPP-0001435,Closed Won,2022-12-01
OPP-0001440,SAL,2022-11-02
OPP-0001440,SQO,2022-11-02
OPP-0001440,POC,2022-12-23
OPP-0001440,Proposal/Negotiation,2023-01-03
OPP-0001440,Closed Lost,2023-01-03
OPP-0001441,SAL,2022-12-16
OPP-0001441,SQO,2022-12-17
OPP-0001441,POC,2023-02-15
OPP-0001441,Proposal/Negotiation,2023-02-24
OPP-0001441,Closed Lost,2023-02-26
OPP-0001442,Open,2022-11-05
OPP-0001442,Negotiation,2022-12-06
OPP-0001442,Closed Won,2023-01-13
OPP-0001443,Open,2022-10-24
OPP-0001443,Negotiation,2022-11-18
OPP-0001443,Closed Won,2023-01-04
OPP-0001445,SAL,2022-12-20
OPP-0001445,SQO,2022-12-21
OPP-0001445,POC,2023-03-14
OPP-0001445,Proposal/Negotiation,2023-03-19
OPP-0001445,Closed Lost,2023-03-24
OPP-0001449,Open,2022-11-26
OPP-0001449,Negotiation,2022-12-01
OPP-0001449,Closed Won,2022-12-20
OPP-0001451,SAL,2022-10-30
OPP-0001451,SQO,2022-11-01
OPP-0001451,POC,2023-01-15
OPP-0001451,Proposal/Negotiation,2023-01-22
OPP-0001451,Closed Lost,2023-02-06
OPP-0001453,Open,2022-11-06
OPP-0001453,Negotiation,2023-01-21
OPP-0001453,Closed Won,2023-01-23
OPP-0001455,SAL,2023-01-22
OPP-0001455,SQO,2023-01-23
OPP-0001455,POC,2023-02-18
OPP-0001455,Proposal/Negotiation,2023-04-04
OPP-0001455,Closed Lost,2023-04-15
OPP-0001456,SAL,2022-11-15
OPP-0001456,SQO,2022-12-08
OPP-0001456,POC,2023-03-05
OPP-0001456,Proposal/Negotiation,2023-03-12
OPP-0001456,Closed Lost,2023-03-13
OPP-0001457,Open,2022-11-19
OPP-0001457,Negotiation,2022-11-20
OPP-0001457,Closed Won,2022-12-01
OPP-0001458,SAL,2022-11-02
OPP-0001458,SQO,2022-11-03
OPP-0001458,POC,2022-11-20
OPP-0001458,Proposal/Negotiation,2022-12-22
OPP-0001458,Closed Lost,2023-01-13
OPP-0001459,Open,2022-11-13
OPP-0001459,Negotiation,2022-11-17
OPP-0001459,Closed Won,2023-01-01
OPP-0001463,SAL,2022-11-17
OPP-0001463,SQO,2022-11-24
OPP-0001463,POC,2023-02-13
OPP-0001463,Proposal/Negotiation,2023-03-27
OPP-0001463,Closed Lost,2023-04-06
OPP-0001464,SAL,2022-11-06
OPP-0001464,SQO,2022-11-18
OPP-0001464,POC,2023-02-04
OPP-0001464,Proposal/Negotiation,2023-02-17
OPP-0001464,Closed Lost,2023-03-23
OPP-0001465,Open,2022-11-12
OPP-0001465,Negotiation,2022-11-30
OPP-0001465,Closed Won,2022-12-30
OPP-0001466,Open,2022-11-25
OPP-0001466,Negotiation,2022-11-28
OPP-0001466,Closed Won,2022-12-01
OPP-0001470,SAL,2022-11-13
OPP-0001470,SQO,2022-11-20
OPP-0001470,POC,2022-12-23
OPP-0001470,Proposal/Negotiation,2023-01-24
OPP-0001470,Closed Lost,2023-01-25
OPP-0001471,Open,2022-11-18
OPP-0001471,Negotiation,2022-12-24
OPP-0001471,Closed Lost,2023-01-01
OPP-0001475,Open,2022-12-14
OPP-0001475,Negotiation,2023-02-07
OPP-0001475,Closed Won,2023-03-21
OPP-0001479,SAL,2023-01-01
OPP-0001479,SQO,2023-01-19
OPP-0001479,POC,2023-02-03
OPP-0001479,Proposal/Negotiation,2023-02-24
OPP-0001479,Closed Lost,2023-03-04
OPP-0001480,SAL,2022-12-25
OPP-0001480,SQO,2023-01-26
OPP-0001480,POC,2023-03-10
OPP-0001480,Proposal/Negotiation,2023-03-17
OPP-0001480,Closed Lost,2023-03-23
OPP-0001481,Open,2022-11-19
OPP-0001481,Negotiation,2023-01-16
OPP-0001481,Closed Lost,2023-01-22
OPP-0001482,Open,2022-11-23
OPP-0001482,Negotiation,2022-11-25
OPP-0001482,Closed Won,2022-12-01
OPP-0001483,SAL,2022-11-30
OPP-0001483,SQO,2022-12-27
OPP-0001483,POC,2023-03-09
OPP-0001483,Proposal/Negotiation,2023-03-11
OPP-0001483,Closed Lost,2023-03-15
OPP-0001484,Open,2022-11-21
OPP-0001484,Negotiation,2022-12-01
OPP-0001484,Closed Won,2022-12-29
OPP-0001485,Open,2022-11-21
OPP-0001485,Negotiation,2022-12-08
OPP-0001485,Closed Won,2023-01-01
OPP-0001487,SAL,2022-12-22
OPP-0001487,SQO,2022-12-26
OPP-0001487,POC,2023-01-23
OPP-0001487,Proposal/Negotiation,2023-02-19
OPP-0001487,Closed Lost,2023-03-26
OPP-0001488,SAL,2022-12-11
OPP-0001488,SQO,2022-12-15
OPP-0001488,POC,2023-01-30
OPP-0001488,Proposal/Negotiation,2023-02-01
OPP-0001488,Closed Lost,2023-02-09
OPP-0001491,SAL,2023-01-05
OPP-0001491,SQO,2023-01-30
OPP-0001491,POC,2023-03-19
OPP-0001491,Proposal/Negotiation,2023-03-24
OPP-0001491,Closed Lost,2023-04-10
OPP-0001492,SAL,2022-12-03
OPP-0001492,SQO,2022-12-12
OPP-0001492,POC,2023-01-25
OPP-0001492,Proposal/Negotiation,2023-02-05
OPP-0001492,Closed Won,2023-02-08
OPP-0001495,Open,2022-12-06
OPP-0001495,Negotiation,2022-12-14
OPP-0001495,Closed Won,2023-01-01
OPP-0001496,SAL,2022-11-30
OPP-0001496,SQO,2022-12-03
OPP-0001496,POC,2023-01-28
OPP-0001496,Proposal/Negotiation,2023-03-05
OPP-0001496,Closed Won,2023-03-06
OPP-0001498,SAL,2022-12-22
OPP-0001498,SQO,2023-01-05
OPP-0001498,POC,2023-01-31
OPP-0001498,Proposal/Negotiation,2023-02-14
OPP-0001498,Closed Lost,2023-03-10
OPP-0001500,Open,2023-01-14
OPP-0001500,Negotiation,2023-03-10
OPP-0001500,Closed Won,2023-03-12
OPP-0001503,SAL,2022-12-04
OPP-0001503,SQO,2022-12-04
OPP-0001503,POC,2023-01-24
OPP-0001503,Proposal/Negotiation,2023-01-28
OPP-0001503,Closed Won,2023-02-05
OPP-0001505,SAL,2022-12-09
OPP-0001505,SQO,2022-12-10
OPP-0001505,Proposal/Negotiation,2022-12-11
OPP-0001505,Closed Lost,2023-01-10
OPP-0001508,SAL,2022-12-20
OPP-0001508,SQO,2022-12-26
OPP-0001508,POC,2023-02-28
OPP-0001508,Proposal/Negotiation,2023-03-12
OPP-0001508,Closed Lost,2023-04-18
OPP-0001509,Open,2022-12-08
OPP-0001509,Negotiation,2023-01-01
OPP-0001509,Closed Won,2023-02-01
OPP-0001510,SAL,2022-12-28
OPP-0001510,SQO,2023-01-15
OPP-0001510,POC,2023-01-29
OPP-0001510,Proposal/Negotiation,2023-02-19
OPP-0001510,Closed Won,2023-03-12
OPP-0001514,SAL,2022-12-21
OPP-0001514,SQO,2023-01-26
OPP-0001514,POC,2023-02-09
OPP-0001514,Proposal/Negotiation,2023-04-20
OPP-0001514,Closed Lost,2023-05-10
OPP-0001519,SAL,2022-12-09
OPP-0001519,SQO,2022-12-20
OPP-0001519,Proposal/Negotiation,2022-12-24
OPP-0001519,Closed Lost,2023-01-12
OPP-0001520,SAL,2023-01-04
OPP-0001520,SQO,2023-01-12
OPP-0001520,POC,2023-02-02
OPP-0001520,Proposal/Negotiation,2023-02-24
OPP-0001520,Closed Lost,2023-04-12
OPP-0001521,SAL,2023-01-01
OPP-0001521,SQO,2023-01-16
OPP-0001521,POC,2023-04-01
OPP-0001521,Proposal/Negotiation,2023-04-12
OPP-0001521,Closed Lost,2023-04-13
OPP-0001522,Open,2023-01-06
OPP-0001522,Negotiation,2023-01-22
OPP-0001522,Closed Won,2023-01-30
OPP-0001524,SAL,2022-12-08
OPP-0001524,SQO,2022-12-27
OPP-0001524,Proposal/Negotiation,2023-01-06
OPP-0001524,Closed Lost,2023-01-18
OPP-0001526,SAL,2023-01-27
OPP-0001526,SQO,2023-02-07
OPP-0001526,SAL,2023-02-19
OPP-0001526,POC,2023-04-17
OPP-0001526,Proposal/Negotiation,2023-04-28
OPP-0001526,Closed Lost,2023-05-14
OPP-0001527,SAL,2022-12-10
OPP-0001527,SQO,2022-12-12
OPP-0001527,Proposal/Negotiation,2022-12-22
OPP-0001527,Closed Won,2023-01-02
OPP-0001530,SAL,2022-12-10
OPP-0001530,SQO,2022-12-26
OPP-0001530,Proposal/Negotiation,2022-12-30
OPP-0001530,Closed Won,2023-01-02
OPP-0001533,SAL,2022-12-22
OPP-0001533,SQO,2022-12-26
OPP-0001533,Proposal/Negotiation,2022-12-31
OPP-0001533,Closed Lost,2023-01-07
OPP-0001534,SAL,2023-01-03
OPP-0001534,SQO,2023-01-05
OPP-0001534,Proposal/Negotiation,2023-01-14
OPP-0001534,Closed Lost,2023-01-15
OPP-0001537,Open,2022-12-16
OPP-0001537,Negotiation,2023-01-05
OPP-0001537,Closed Won,2023-01-13
OPP-0001538,SAL,2022-12-20
OPP-0001538,SQO,2023-01-02
OPP-0001538,Proposal/Negotiation,2023-01-03
OPP-0001538,Closed Lost,2023-01-03
OPP-0001539,SAL,2022-12-22
OPP-0001539,SQO,2023-01-02
OPP-0001539,POC,2023-01-22
OPP-0001539,Proposal/Negotiation,2023-01-31
OPP-0001539,Closed Lost,2023-02-12
OPP-0001543,SAL,2022-12-22
OPP-0001543,SQO,2022-12-24
OPP-0001543,Proposal/Negotiation,2023-01-05
OPP-0001543,Closed Lost,2023-01-08
OPP-0001544,Open,2023-01-07
OPP-0001544,Negotiation,2023-01-20
OPP-0001544,Closed Won,2023-03-01
OPP-0001545,Open,2022-12-20
OPP-0001545,Negotiation,2022-12-20
OPP-0001545,Closed Won,2023-01-01
OPP-0001547,SAL,2022-12-20
OPP-0001547,SQO,2022-12-21
OPP-0001547,Proposal/Negotiation,2023-01-16
OPP-0001547,Closed Lost,2023-01-19
OPP-0001550,SAL,2022-12-21
OPP-0001550,SQO,2023-01-13
OPP-0001550,Proposal/Negotiation,2023-01-17
OPP-0001550,Closed Lost,2023-01-18
OPP-0001551,SAL,2023-01-07
OPP-0001551,SQO,2023-01-10
OPP-0001551,Proposal/Negotiation,2023-01-19
OPP-0001551,Closed Lost,2023-02-01
OPP-0001552,Open,2022-12-23
OPP-0001552,Negotiation,2023-01-17
OPP-0001552,Closed Won,2023-02-03
OPP-0001555,Open,2022-12-31
OPP-0001555,Negotiation,2023-01-21
OPP-0001555,Closed Won,2023-02-01
OPP-0001556,SAL,2022-12-20
OPP-0001556,SQO,2022-12-26
OPP-0001556,Proposal/Negotiation,2023-01-04
OPP-0001556,Closed Lost,2023-01-13
OPP-0001557,SAL,2023-01-15
OPP-0001557,SQO,2023-01-20
OPP-0001557,POC,2023-03-11
OPP-0001557,Proposal/Negotiation,2023-03-17
OPP-0001557,Closed Lost,2023-03-27
OPP-0001559,Open,2023-01-09
OPP-0001559,Negotiation,2023-01-22
OPP-0001559,Closed Won,2023-02-01
OPP-0001561,SAL,2022-12-22
OPP-0001561,SQO,2022-12-27
OPP-0001561,Proposal/Negotiation,2023-01-16
OPP-0001561,Closed Lost,2023-01-25
OPP-0001563,SAL,2023-01-08
OPP-0001563,SQO,2023-01-11
OPP-0001563,Proposal/Negotiation,2023-01-11
OPP-0001563,Closed Lost,2023-01-12
OPP-0001565,SAL,2023-01-04
OPP-0001565,SQO,2023-01-06
OPP-0001565,Proposal/Negotiation,2023-01-13
OPP-0001565,Closed Lost,2023-01-17
OPP-0001566,SAL,2023-01-03
OPP-0001566,SQO,2023-01-26
OPP-0001566,POC,2023-02-07
OPP-0001566,Proposal/Negotiation,2023-02-25
OPP-0001566,Closed Lost,2023-03-13
OPP-0001568,SAL,2022-12-24
OPP-0001568,SQO,2022-12-28
OPP-0001568,Proposal/Negotiation,2022-12-30
OPP-0001568,Closed Lost,2023-01-09
OPP-0001569,SAL,2022-12-24
OPP-0001569,SQO,2022-12-26
OPP-0001569,Proposal/Negotiation,2023-01-07
OPP-0001569,Closed Lost,2023-01-14
OPP-0001573,SAL,2022-12-27
OPP-0001573,SQO,2022-12-29
OPP-0001573,Proposal/Negotiation,2023-01-04
OPP-0001573,Closed Lost,2023-01-18
OPP-0001576,Open,2023-01-05
OPP-0001576,Negotiation,2023-01-14
OPP-0001576,Closed Won,2023-02-01
OPP-0001578,SAL,2022-12-29
OPP-0001578,SQO,2023-02-25
OPP-0001578,POC,2023-04-15
OPP-0001578,Proposal/Negotiation,2023-05-02
OPP-0001578,Closed Lost,2023-05-11
OPP-0001579,SAL,2022-12-31
OPP-0001579,SQO,2023-02-25
OPP-0001579,POC,2023-04-09
OPP-0001579,Proposal/Negotiation,2023-05-04
OPP-0001579,Closed Won,2023-05-06
OPP-0001581,Open,2023-01-13
OPP-0001581,Negotiation,2023-01-20
OPP-0001581,Closed Won,2023-02-01
OPP-0001582,SAL,2022-12-31
OPP-0001582,SQO,2023-01-03
OPP-0001582,Proposal/Negotiation,2023-01-06
OPP-0001582,Closed Lost,2023-01-13
OPP-0001583,SAL,2023-01-09
OPP-0001583,SQO,2023-01-25
OPP-0001583,Proposal/Negotiation,2023-01-31
OPP-0001583,Closed Lost,2023-02-13
OPP-0001584,SAL,2023-01-02
OPP-0001584,SQO,2023-01-12
OPP-0001584,Proposal/Negotiation,2023-01-12
OPP-0001584,Closed Won,2023-01-15
OPP-0001589,SAL,2023-01-15
OPP-0001589,SQO,2023-01-18
OPP-0001589,Proposal/Negotiation,2023-01-26
OPP-0001589,Closed Won,2023-02-01
OPP-0001593,SAL,2023-01-14
OPP-0001593,SQO,2023-01-20
OPP-0001593,POC,2023-03-03
OPP-0001593,Proposal/Negotiation,2023-04-11
OPP-0001593,Closed Lost,2023-06-09
OPP-0001599,Open,2023-01-11
OPP-0001599,Negotiation,2023-01-30
OPP-0001599,Closed Won,2023-02-01
OPP-0001600,SAL,2023-01-23
OPP-0001600,SQO,2023-01-28
OPP-0001600,Proposal/Negotiation,2023-02-04
OPP-0001600,Closed Lost,2023-02-09
OPP-0001601,Open,2023-01-10
OPP-0001601,Negotiation,2023-02-26
OPP-0001601,Closed Won,2023-03-01
OPP-0001606,SAL,2023-01-07
OPP-0001606,SQO,2023-01-31
OPP-0001606,Proposal/Negotiation,2023-02-02
OPP-0001606,Closed Lost,2023-02-13
OPP-0001607,SAL,2023-01-17
OPP-0001607,SQO,2023-01-19
OPP-0001607,POC,2023-02-18
OPP-0001607,Proposal/Negotiation,2023-03-03
OPP-0001607,Closed Lost,2023-03-10
OPP-0001608,SAL,2023-02-14
OPP-0001608,SQO,2023-03-25
OPP-0001608,SAL,2023-03-29
OPP-0001608,POC,2023-05-26
OPP-0001608,Proposal/Negotiation,2023-06-06
OPP-0001608,Closed Lost,2023-06-26
OPP-0001609,SAL,2023-01-16
OPP-0001609,SQO,2023-01-22
OPP-0001609,Proposal/Negotiation,2023-01-27
OPP-0001609,Closed Won,2023-02-18
OPP-0001610,SAL,2023-01-25
OPP-0001610,SQO,2023-03-10
OPP-0001610,POC,2023-05-22
OPP-0001610,Proposal/Negotiation,2023-05-25
OPP-0001610,Closed Lost,2023-05-27
OPP-0001611,SAL,2023-01-19
OPP-0001611,SQO,2023-02-16
OPP-0001611,POC,2023-03-24
OPP-0001611,Proposal/Negotiation,2023-04-14
OPP-0001611,Closed Lost,2023-05-10
OPP-0001612,SAL,2023-01-13
OPP-0001612,SQO,2023-01-28
OPP-0001612,Proposal/Negotiation,2023-02-02
OPP-0001612,Closed Lost,2023-02-08
OPP-0001613,Open,2023-02-07
OPP-0001613,Negotiation,2023-02-11
OPP-0001613,Closed Won,2023-02-21
OPP-0001616,SAL,2023-01-10
OPP-0001616,SQO,2023-01-24
OPP-0001616,Proposal/Negotiation,2023-01-30
OPP-0001616,Closed Won,2023-02-03
OPP-0001622,SAL,2023-01-19
OPP-0001622,SQO,2023-01-29
OPP-0001622,Proposal/Negotiation,2023-01-29
OPP-0001622,Closed Lost,2023-02-02
OPP-0001623,SAL,2023-01-24
OPP-0001623,SQO,2023-02-15
OPP-0001623,Proposal/Negotiation,2023-02-18
OPP-0001623,Closed Lost,2023-02-22
OPP-0001627,SAL,2023-01-12
OPP-0001627,SQO,2023-01-15
OPP-0001627,Proposal/Negotiation,2023-01-16
OPP-0001627,Closed Lost,2023-01-25
OPP-0001628,SAL,2023-01-23
OPP-0001628,SQO,2023-01-31
OPP-0001628,Proposal/Negotiation,2023-02-04
OPP-0001628,Closed Won,2023-02-05
OPP-0001632,SAL,2023-02-09
OPP-0001632,SQO,2023-02-20
OPP-0001632,Proposal/Negotiation,2023-02-23
OPP-0001632,Closed Lost,2023-02-24
OPP-0001633,Open,2023-02-05
OPP-0001633,Negotiation,2023-03-19
OPP-0001633,Closed Won,2023-03-25
OPP-0001634,SAL,2023-01-15
OPP-0001634,SQO,2023-01-19
OPP-0001634,Proposal/Negotiation,2023-02-04
OPP-0001634,Closed Won,2023-02-04
OPP-0001638,SAL,2023-01-15
OPP-0001638,SQO,2023-01-19
OPP-0001638,Proposal/Negotiation,2023-02-05
OPP-0001638,Closed Lost,2023-02-06
OPP-0001639,SAL,2023-01-17
OPP-0001639,SQO,2023-01-20
OPP-0001639,Proposal/Negotiation,2023-01-26
OPP-0001639,Closed Lost,2023-01-27
OPP-0001647,SAL,2023-01-22
OPP-0001647,SQO,2023-01-24
OPP-0001647,Proposal/Negotiation,2023-01-25
OPP-0001647,Closed Lost,2023-02-01
OPP-0001648,SAL,2023-01-21
OPP-0001648,SQO,2023-01-28
OPP-0001648,Proposal/Negotiation,2023-02-11
OPP-0001648,Closed Won,2023-02-20
OPP-0001651,Open,2023-01-22
OPP-0001651,Negotiation,2023-01-24
OPP-0001651,Closed Won,2023-02-01
OPP-0001652,SAL,2023-01-26
OPP-0001652,SQO,2023-01-29
OPP-0001652,Proposal/Negotiation,2023-01-29
OPP-0001652,Closed Lost,2023-02-19
OPP-0001653,SAL,2023-01-24
OPP-0001653,SQO,2023-02-14
OPP-0001653,POC,2023-03-28
OPP-0001653,Proposal/Negotiation,2023-05-17
OPP-0001653,Closed Lost,2023-05-23
OPP-0001654,Open,2023-03-03
OPP-0001654,Negotiation,2023-03-13
OPP-0001654,Closed Won,2023-04-01
OPP-0001657,Open,2023-02-13
OPP-0001657,Negotiation,2023-02-14
OPP-0001657,Closed Won,2023-03-01
OPP-0001658,SAL,2023-02-24
OPP-0001658,SQO,2023-02-25
OPP-0001658,POC,2023-03-22
OPP-0001658,Proposal/Negotiation,2023-03-27
OPP-0001658,Closed Lost,2023-04-14
OPP-0001662,SAL,2023-02-01
OPP-0001662,SQO,2023-02-03
OPP-0001662,Proposal/Negotiation,2023-02-06
OPP-0001662,Closed Lost,2023-02-26
OPP-0001663,SAL,2023-01-29
OPP-0001663,SQO,2023-02-03
OPP-0001663,Proposal/Negotiation,2023-02-14
OPP-0001663,Closed Lost,2023-02-17
OPP-0001664,SAL,2023-01-20
OPP-0001664,SQO,2023-01-31
OPP-0001664,Proposal/Negotiation,2023-02-07
OPP-0001664,Closed Lost,2023-02-10
OPP-0001666,SAL,2023-02-02
OPP-0001666,SQO,2023-02-09
OPP-0001666,Proposal/Negotiation,2023-02-10
OPP-0001666,Closed Lost,2023-02-14
OPP-0001667,SAL,2023-01-23
OPP-0001667,SQO,2023-01-25
OPP-0001667,Proposal/Negotiation,2023-02-17
OPP-0001667,Closed Lost,2023-02-21
OPP-0001671,SAL,2023-02-04
OPP-0001671,SQO,2023-02-17
OPP-0001671,POC,2023-04-01
OPP-0001671,Proposal/Negotiation,2023-04-08
OPP-0001671,Closed Lost,2023-04-28
OPP-0001672,SAL,2023-01-25
OPP-0001672,SQO,2023-02-12
OPP-0001672,Proposal/Negotiation,2023-02-15
OPP-0001672,Closed Won,2023-02-19
OPP-0001676,SAL,2023-01-30
OPP-0001676,SQO,2023-02-02
OPP-0001676,POC,2023-02-13
OPP-0001676,Proposal/Negotiation,2023-03-02
OPP-0001676,Closed Lost,2023-04-16
OPP-0001677,SAL,2023-02-12
OPP-0001677,SQO,2023-02-28
OPP-0001677,POC,2023-03-27
OPP-0001677,Proposal/Negotiation,2023-03-28
OPP-0001677,Closed Won,2023-04-08
OPP-0001681,SAL,2023-01-29
OPP-0001681,SQO,2023-02-15
OPP-0001681,Proposal/Negotiation,2023-02-20
OPP-0001681,Closed Lost,2023-02-27
OPP-0001682,SAL,2023-01-30
OPP-0001682,SQO,2023-01-31
